year,month,date,mean_score,score_ci,ai_percentage,ai_percentage_ci,n_papers
2021,1,2021-01,0.9998622032858077,0.011118420006294844,4.761904761904762,2.3235716022584123,84
2021,2,2021-02,0.9991863142876398,0.014216479275113056,4.761904761904762,2.3235716022584123,84
2021,3,2021-03,0.9975396934009734,0.012716915277007248,7.142857142857142,2.809984973105154,84
2021,4,2021-04,1.0034693004119963,0.011141074552039915,2.380952380952381,1.6634241214423142,84
2021,5,2021-05,1.0090261274073498,0.013949587463685902,6.024096385542169,2.6116511448339,83
2021,6,2021-06,1.0015712488128479,0.01313497890770647,6.024096385542169,2.6116511448339,83
2021,7,2021-07,0.9982487214616982,0.011038476334872194,2.4096385542168677,1.6832180075559027,83
2021,8,2021-08,0.9996010316423622,0.01197157440877513,2.4096385542168677,1.6832180075559027,83
2021,9,2021-09,1.0039684140538594,0.011685355305585747,2.4096385542168677,1.6832180075559027,83
2021,10,2021-10,1.003538550382637,0.012873951037736376,3.614457831325301,2.048747715416153,83
2021,11,2021-11,1.0101541352559285,0.011498592665518302,2.4096385542168677,1.6832180075559027,83
2021,12,2021-12,1.0010597332414375,0.01196244619702135,2.4096385542168677,1.6832180075559027,83
2022,1,2022-01,1.0075616886218388,0.01247844673181644,3.571428571428571,2.024809676835147,84
2022,2,2022-02,0.9984054033245359,0.015589290688754018,3.571428571428571,2.024809676835147,84
2022,3,2022-03,1.006921602146966,0.011667255916132489,3.571428571428571,2.024809676835147,84
2022,4,2022-04,1.0105989617960793,0.012118540025598482,4.761904761904762,2.3235716022584123,84
2022,5,2022-05,1.010537842670119,0.011466634478755748,0.0,0.0,83
2022,6,2022-06,0.9959637515516166,0.012026500864236268,3.614457831325301,2.048747715416153,83
2022,7,2022-07,1.015835490571447,0.012311160860222893,2.4096385542168677,1.6832180075559027,83
2022,8,2022-08,1.0185207480407623,0.012462347976638883,0.0,0.0,83
2022,9,2022-09,1.0086861094796513,0.013055023297263706,3.614457831325301,2.0487477154161535,83
2022,10,2022-10,1.0066894393369377,0.014597471984717966,6.024096385542169,2.6116511448339,83
2022,11,2022-11,0.9977324547537838,0.011302763070259486,2.4096385542168677,1.6832180075559027,83
2022,12,2022-12,1.0040419762393078,0.013626707543874596,6.024096385542169,2.6116511448339006,83
2023,1,2023-01,1.0088429145869755,0.014760568787628176,5.952380952380952,2.5815445179282825,84
2023,2,2023-02,1.0050329459565026,0.010587622901684269,4.761904761904762,2.323571602258412,84
2023,3,2023-03,1.0106414081085295,0.011599878150154652,2.380952380952381,1.6634241214423142,84
2023,4,2023-04,0.9952184607585272,0.012155887557191752,7.142857142857142,2.8099849731051534,84
2023,5,2023-05,0.9956801921488291,0.012338328130712598,4.819277108433735,2.3508580309907043,83
2023,6,2023-06,0.9935649999653,0.014762129258422262,7.228915662650602,2.842522095382743,83
2023,7,2023-07,0.989960916071053,0.011494917074665026,6.024096385542169,2.6116511448339006,83
2023,8,2023-08,1.0051226960607322,0.011271891448092625,0.0,0.0,83
2023,9,2023-09,0.9828437143061535,0.011920272845030559,7.228915662650602,2.842522095382743,83
2023,10,2023-10,0.9988844839923353,0.011547882473176696,2.4096385542168677,1.6832180075559027,83
2023,11,2023-11,0.994540070194796,0.012057193037824102,4.819277108433735,2.3508580309907043,83
2023,12,2023-12,1.0031481873558228,0.013150760039935858,4.819277108433735,2.350858030990705,83
2024,1,2024-01,0.9943582408484959,0.011559374256767235,7.142857142857142,2.809984973105154,84
2024,2,2024-02,1.0006963518403826,0.011122617136766657,3.571428571428571,2.024809676835147,84
2024,3,2024-03,1.0036838068848564,0.010753600105688552,1.1904761904761905,1.1833688064142915,84
2024,4,2024-04,1.0008556218374343,0.010387455328652175,1.1904761904761905,1.1833688064142915,84
2024,5,2024-05,1.0101957098547234,0.01030390342874124,1.2048192771084338,1.1975393356738473,83
2024,6,2024-06,1.001391787844968,0.012835045041171743,3.614457831325301,2.048747715416153,83
2024,7,2024-07,1.0034019846514046,0.011348468713792343,3.614457831325301,2.0487477154161535,83
2024,8,2024-08,1.0048001868179046,0.012264239720437454,4.819277108433735,2.350858030990705,83
2024,9,2024-09,0.9978904968284699,0.012949396160130265,4.819277108433735,2.3508580309907043,83
2024,10,2024-10,0.9886014116815773,0.01289743253230901,7.228915662650602,2.842522095382743,83
2024,11,2024-11,0.9802127509232027,0.011745411827831535,7.228915662650602,2.8425220953827424,83
2024,12,2024-12,0.9916358863014773,0.012851099712233947,7.228915662650602,2.842522095382743,83
